Número do processo,UF,Assunto,Sub-assunto,Resultado macro,Resultado micro,Valor da causa,Valor da condenação/indenização
8538463-96.2025.8.01.4888,AC,Não reconhece operação,Golpe,Êxito,Improcedência,"15.824,08","0,00"
4402273-99.2025.8.15.0552,PB,Não reconhece operação,Genérico,Êxito,Extinção,"8.765,93","0,00"
3864842-28.2025.8.05.0914,BA,Não reconhece operação,Golpe,Êxito,Extinção,"17.329,80","0,00"
9097832-38.2025.8.03.1178,AP,Não reconhece operação,Genérico,Êxito,Improcedência,"13.515,52","0,00"
1010983-94.2025.8.16.0546,PR,Não reconhece operação,Genérico,Êxito,Improcedência,"15.644,00","0,00"
4486039-47.2025.8.13.2015,MG,Não reconhece operação,Golpe,Êxito,Improcedência,"15.080,44","0,00"
5301733-03.2025.8.05.7867,BA,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"20.377,36","13.041,51"
7486601-29.2025.8.06.7278,CE,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"17.961,73","7.543,93"
8888622-91.2025.8.07.1420,DF,Não reconhece operação,Golpe,Êxito,Extinção,"12.525,79","0,00"
5428942-56.2025.8.12.8297,MS,Não reconhece operação,Golpe,Êxito,Improcedência,"11.108,29","0,00"
8394530-82.2025.8.01.9624,AC,Não reconhece operação,Golpe,Êxito,Improcedência,"6.252,71","0,00"
9938345-64.2025.8.07.8016,DF,Não reconhece operação,Golpe,Êxito,Improcedência,"16.427,89","0,00"
6568610-92.2025.8.04.5971,AM,Não reconhece operação,Genérico,Não Êxito,Acordo,"15.778,73","4.418,04"
6181934-46.2025.8.18.3939,PI,Não reconhece operação,Genérico,Êxito,Extinção,"15.323,22","0,00"
9570939-61.2025.8.27.9665,TO,Não reconhece operação,Golpe,Êxito,Extinção,"4.819,69","0,00"
3134948-24.2025.8.02.9946,AL,Não reconhece operação,Golpe,Êxito,Improcedência,"22.892,08","0,00"
5634980-12.2025.8.24.7138,SC,Não reconhece operação,Genérico,Êxito,Extinção,"12.664,96","0,00"
5813373-66.2025.8.02.3129,AL,Não reconhece operação,Golpe,Êxito,Improcedência,"10.287,15","0,00"
5186798-06.2025.8.02.1927,AL,Não reconhece operação,Golpe,Êxito,Extinção,"9.451,38","0,00"
7243417-07.2025.8.12.3124,MS,Não reconhece operação,Golpe,Êxito,Improcedência,"6.794,78","0,00"
8240915-29.2025.8.20.1613,RN,Não reconhece operação,Genérico,Êxito,Improcedência,"18.790,18","0,00"
1755277-74.2025.8.04.4960,AM,Não reconhece operação,Golpe,Êxito,Extinção,"7.097,70","0,00"
1843684-77.2025.8.18.3351,PI,Não reconhece operação,Golpe,Não Êxito,Procedência,"11.998,29","10.918,44"
4952508-48.2025.8.15.1734,PB,Não reconhece operação,Golpe,Êxito,Extinção,"17.472,19","0,00"
8697704-26.2025.8.16.5870,PR,Não reconhece operação,Genérico,Êxito,Improcedência,"14.107,74","0,00"
6216094-39.2025.8.16.8709,PR,Não reconhece operação,Golpe,Êxito,Extinção,"16.037,34","0,00"
3231965-73.2025.8.22.7901,RO,Não reconhece operação,Genérico,Êxito,Improcedência,"7.933,94","0,00"
5845996-58.2025.8.21.3959,RS,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"10.561,60","8.766,13"
3792220-92.2025.8.01.5593,AC,Não reconhece operação,Golpe,Êxito,Extinção,"5.798,87","0,00"
8016717-18.2025.8.19.7457,RJ,Não reconhece operação,Golpe,Êxito,Extinção,"11.821,61","0,00"
5060568-12.2025.8.21.9938,RS,Não reconhece operação,Genérico,Não Êxito,Procedência,"11.792,72","11.438,94"
3493569-44.2025.8.15.6029,PB,Não reconhece operação,Golpe,Êxito,Extinção,"16.906,44","0,00"
9680609-45.2025.8.27.7837,TO,Não reconhece operação,Genérico,Êxito,Extinção,"13.852,27","0,00"
3934114-09.2025.8.05.0796,BA,Não reconhece operação,Golpe,Êxito,Improcedência,"11.007,65","0,00"
3165622-74.2025.8.19.1403,RJ,Não reconhece operação,Genérico,Êxito,Improcedência,"24.232,62","0,00"
3242989-83.2025.8.22.3508,RO,Não reconhece operação,Golpe,Êxito,Improcedência,"6.176,44","0,00"
2774336-78.2025.8.15.1684,PB,Não reconhece operação,Genérico,Êxito,Extinção,"17.462,37","0,00"
6896021-78.2025.8.19.4396,RJ,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"18.563,91","13.366,02"
3418320-80.2025.8.10.5894,MA,Não reconhece operação,Golpe,Êxito,Improcedência,"10.979,03","0,00"
7012293-19.2025.8.13.6945,MG,Não reconhece operação,Genérico,Não Êxito,Parcial procedência,"19.489,47","8.185,58"
5625875-81.2025.8.14.8124,PA,Não reconhece operação,Golpe,Êxito,Extinção,"16.001,94","0,00"
2926309-83.2025.8.27.1398,TO,Não reconhece operação,Genérico,Êxito,Improcedência,"10.476,82","0,00"
4493698-74.2025.8.26.7999,SP,Não reconhece operação,Golpe,Não Êxito,Procedência,"23.632,45","23.632,45"
1656347-14.2025.8.18.0138,PI,Não reconhece operação,Golpe,Êxito,Improcedência,"12.636,38","0,00"
3621803-75.2025.8.09.7049,GO,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"22.396,67","15.677,67"
5990724-23.2025.8.04.5818,AM,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"10.256,01","6.666,41"
4927066-89.2025.8.26.9669,SP,Não reconhece operação,Genérico,Êxito,Improcedência,"2.588,10","0,00"
7822208-84.2025.8.20.4591,RN,Não reconhece operação,Golpe,Êxito,Improcedência,"12.862,43","0,00"
7896426-43.2025.8.09.5652,GO,Não reconhece operação,Genérico,Êxito,Improcedência,"14.078,83","0,00"
2397252-10.2025.8.27.4462,TO,Não reconhece operação,Golpe,Êxito,Improcedência,"18.123,92","0,00"
6172217-56.2025.8.11.6058,MT,Não reconhece operação,Golpe,Êxito,Improcedência,"19.175,19","0,00"
4741463-29.2025.8.17.7351,PE,Não reconhece operação,Genérico,Não Êxito,Parcial procedência,"5.918,65","4.083,87"
3628772-92.2025.8.08.9320,ES,Não reconhece operação,Genérico,Êxito,Improcedência,"9.855,99","0,00"
8362261-36.2025.8.08.0258,ES,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"16.418,73","8.537,74"
4231438-15.2025.8.04.4466,AM,Não reconhece operação,Genérico,Não Êxito,Parcial procedência,"13.730,21","13.592,91"
8511220-04.2025.8.13.2007,MG,Não reconhece operação,Golpe,Êxito,Improcedência,"16.104,49","0,00"
5700317-61.2025.8.21.8727,RS,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"11.601,81","8.121,27"
3890458-38.2025.8.21.9601,RS,Não reconhece operação,Genérico,Êxito,Extinção,"14.488,66","0,00"
1909083-83.2025.8.22.7745,RO,Não reconhece operação,Golpe,Êxito,Extinção,"21.842,64","0,00"
6694843-14.2025.8.09.1151,GO,Não reconhece operação,Golpe,Êxito,Improcedência,"17.095,11","0,00"
2406808-68.2025.8.05.4610,BA,Não reconhece operação,Genérico,Êxito,Extinção,"19.594,19","0,00"
9897595-60.2025.8.10.8625,MA,Não reconhece operação,Golpe,Êxito,Improcedência,"14.152,66","0,00"
9991929-51.2025.8.10.7790,MA,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"8.664,89","2.686,12"
5983897-16.2025.8.09.0742,GO,Não reconhece operação,Genérico,Não Êxito,Parcial procedência,"16.555,10","13.409,63"
5633327-71.2025.8.09.1137,GO,Não reconhece operação,Golpe,Êxito,Extinção,"22.674,59","0,00"
8445564-65.2025.8.20.1176,RN,Não reconhece operação,Genérico,Êxito,Improcedência,"14.389,87","0,00"
1704982-19.2025.8.26.8292,SP,Não reconhece operação,Golpe,Êxito,Improcedência,"13.752,04","0,00"
3656366-80.2025.8.03.6082,AP,Não reconhece operação,Golpe,Êxito,Improcedência,"15.583,25","0,00"
3488087-93.2025.8.16.4866,PR,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"18.639,21","8.574,04"
8844808-29.2025.8.24.0769,SC,Não reconhece operação,Genérico,Êxito,Improcedência,"15.536,04","0,00"
9761771-01.2025.8.25.7950,SE,Não reconhece operação,Genérico,Êxito,Improcedência,"15.145,76","0,00"
8331902-56.2025.8.04.5132,AM,Não reconhece operação,Genérico,Não Êxito,Parcial procedência,"10.768,69","7.107,34"
2398231-03.2025.8.06.8823,CE,Não reconhece operação,Genérico,Êxito,Improcedência,"20.309,59","0,00"
6615164-78.2025.8.09.6013,GO,Não reconhece operação,Golpe,Êxito,Improcedência,"18.569,08","0,00"
8009764-02.2025.8.07.6891,DF,Não reconhece operação,Genérico,Êxito,Extinção,"17.618,03","0,00"
3244559-43.2025.8.17.7081,PE,Não reconhece operação,Golpe,Êxito,Improcedência,"21.315,55","0,00"
4892325-75.2025.8.17.9115,PE,Não reconhece operação,Golpe,Não Êxito,Procedência,"16.162,99","14.061,80"
6627903-54.2025.8.09.3783,GO,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"19.179,68","15.919,13"
7252774-34.2025.8.11.7213,MT,Não reconhece operação,Golpe,Êxito,Extinção,"15.862,14","0,00"
2802669-59.2025.8.27.9282,TO,Não reconhece operação,Golpe,Êxito,Improcedência,"16.252,32","0,00"
8019453-92.2025.8.10.3597,MA,Não reconhece operação,Golpe,Não Êxito,Procedência,"11.900,24","9.877,20"
3773119-16.2025.8.11.7430,MT,Não reconhece operação,Genérico,Êxito,Extinção,"14.762,45","0,00"
4204209-95.2025.8.03.3579,AP,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"10.256,15","9.333,10"
5570438-66.2025.8.27.2482,TO,Não reconhece operação,Golpe,Êxito,Improcedência,"12.316,53","0,00"
7317707-26.2025.8.11.8610,MT,Não reconhece operação,Golpe,Êxito,Improcedência,"19.400,44","0,00"
1017608-72.2025.8.03.9696,AP,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"7.825,60","5.790,94"
3334944-24.2025.8.10.5725,MA,Não reconhece operação,Genérico,Êxito,Improcedência,"11.180,58","0,00"
2143502-17.2025.8.13.4722,MG,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"15.264,11","5.647,72"
6665801-96.2025.8.26.9540,SP,Não reconhece operação,Genérico,Êxito,Extinção,"15.444,84","0,00"
3366552-45.2025.8.09.8622,GO,Não reconhece operação,Golpe,Não Êxito,Procedência,"20.110,46","16.490,58"
1962442-00.2025.8.21.9129,RS,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"16.510,07","10.236,24"
2287063-25.2025.8.21.2217,RS,Não reconhece operação,Golpe,Não Êxito,Procedência,"17.464,08","16.416,24"
6867126-84.2025.8.16.2331,PR,Não reconhece operação,Genérico,Êxito,Improcedência,"10.305,93","0,00"
2757424-54.2025.8.08.4498,ES,Não reconhece operação,Golpe,Êxito,Improcedência,"21.738,87","0,00"
7919160-88.2025.8.27.3766,TO,Não reconhece operação,Genérico,Êxito,Extinção,"19.542,53","0,00"
3201558-67.2025.8.26.7960,SP,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"5.355,87","3.534,87"
4818458-07.2025.8.04.8204,AM,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"9.978,31","6.885,03"
9859688-20.2025.8.21.5691,RS,Não reconhece operação,Golpe,Êxito,Improcedência,"15.106,68","0,00"
3457729-38.2025.8.02.8999,AL,Não reconhece operação,Golpe,Êxito,Improcedência,"16.180,61","0,00"
3825924-14.2025.8.19.0028,RJ,Não reconhece operação,Golpe,Êxito,Improcedência,"18.430,43","0,00"
5347403-87.2025.8.12.5255,MS,Não reconhece operação,Genérico,Êxito,Improcedência,"13.736,61","0,00"
4766188-86.2025.8.20.4764,RN,Não reconhece operação,Genérico,Não Êxito,Procedência,"20.445,69","17.378,84"
5196667-90.2025.8.02.9388,AL,Não reconhece operação,Genérico,Não Êxito,Procedência,"12.448,12","12.199,16"
2474117-26.2025.8.22.3186,RO,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"12.500,31","9.250,23"
7289134-55.2025.8.24.7946,SC,Não reconhece operação,Genérico,Êxito,Extinção,"7.651,87","0,00"
1932248-88.2025.8.09.4204,GO,Não reconhece operação,Golpe,Êxito,Improcedência,"22.882,23","0,00"
9299796-05.2025.8.17.5229,PE,Não reconhece operação,Golpe,Êxito,Extinção,"14.874,72","0,00"
2960106-49.2025.8.02.7635,AL,Não reconhece operação,Genérico,Êxito,Improcedência,"14.006,90","0,00"
8228139-85.2025.8.15.6447,PB,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"6.436,37","4.827,28"
2657157-22.2025.8.24.2203,SC,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"11.123,19","5.672,83"
4243416-49.2025.8.19.3397,RJ,Não reconhece operação,Genérico,Êxito,Improcedência,"20.316,81","0,00"
2695210-51.2025.8.10.6402,MA,Não reconhece operação,Golpe,Êxito,Extinção,"22.963,42","0,00"
5802481-65.2025.8.25.6378,SE,Não reconhece operação,Golpe,Êxito,Improcedência,"16.001,42","0,00"
3334047-64.2025.8.01.3155,AC,Não reconhece operação,Golpe,Êxito,Improcedência,"9.419,05","0,00"
8180316-57.2025.8.26.8820,SP,Não reconhece operação,Golpe,Não Êxito,Procedência,"13.677,25","11.215,35"
5457597-29.2025.8.24.5120,SC,Não reconhece operação,Golpe,Êxito,Improcedência,"11.834,94","0,00"
2438744-66.2025.8.22.2158,RO,Não reconhece operação,Golpe,Êxito,Improcedência,"17.416,42","0,00"
2994048-77.2025.8.15.2929,PB,Não reconhece operação,Golpe,Êxito,Improcedência,"14.819,65","0,00"
7793246-16.2025.8.26.1117,SP,Não reconhece operação,Golpe,Não Êxito,Procedência,"18.570,15","15.784,63"
2870318-31.2025.8.07.8798,DF,Não reconhece operação,Golpe,Êxito,Extinção,"19.341,39","0,00"
4510374-14.2025.8.13.9647,MG,Não reconhece operação,Golpe,Não Êxito,Procedência,"7.043,98","6.973,54"
3597558-62.2025.8.04.9279,AM,Não reconhece operação,Golpe,Êxito,Improcedência,"11.667,22","0,00"
8128381-68.2025.8.13.0950,MG,Não reconhece operação,Genérico,Êxito,Extinção,"3.877,56","0,00"
7283209-29.2025.8.06.1313,CE,Não reconhece operação,Genérico,Êxito,Improcedência,"10.052,65","0,00"
4645936-81.2025.8.08.1818,ES,Não reconhece operação,Golpe,Não Êxito,Procedência,"22.278,33","20.718,85"
3325763-91.2025.8.07.6147,DF,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"11.440,37","7.321,84"
8854204-81.2025.8.21.5390,RS,Não reconhece operação,Genérico,Êxito,Improcedência,"16.907,80","0,00"
5804212-46.2025.8.21.9589,RS,Não reconhece operação,Genérico,Êxito,Improcedência,"20.567,05","0,00"
5487459-81.2025.8.05.1646,BA,Não reconhece operação,Golpe,Êxito,Extinção,"11.316,66","0,00"
7192097-41.2025.8.08.6476,ES,Não reconhece operação,Genérico,Êxito,Improcedência,"17.356,99","0,00"
7209834-80.2025.8.08.3913,ES,Não reconhece operação,Genérico,Não Êxito,Parcial procedência,"17.928,08","8.426,20"
8352986-49.2025.8.18.3252,PI,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"9.197,38","5.242,51"
3353946-02.2025.8.09.0891,GO,Não reconhece operação,Genérico,Êxito,Improcedência,"10.226,10","0,00"
4553707-87.2025.8.12.4353,MS,Não reconhece operação,Genérico,Êxito,Extinção,"8.081,50","0,00"
1940100-36.2025.8.13.2545,MG,Não reconhece operação,Golpe,Não Êxito,Procedência,"5.463,42","4.425,37"
3568517-60.2025.8.04.1758,AM,Não reconhece operação,Golpe,Êxito,Improcedência,"14.475,51","0,00"
3624827-36.2025.8.12.5729,MS,Não reconhece operação,Golpe,Não Êxito,Procedência,"18.087,68","16.098,04"
2764649-57.2025.8.03.8900,AP,Não reconhece operação,Genérico,Êxito,Improcedência,"14.722,85","0,00"
6415237-12.2025.8.03.4732,AP,Não reconhece operação,Golpe,Não Êxito,Procedência,"15.117,69","14.966,51"
2482804-44.2025.8.20.8240,RN,Não reconhece operação,Golpe,Êxito,Improcedência,"16.163,76","0,00"
8440823-29.2025.8.04.8212,AM,Não reconhece operação,Genérico,Êxito,Improcedência,"18.857,14","0,00"
3951772-63.2025.8.07.5024,DF,Não reconhece operação,Golpe,Êxito,Improcedência,"16.469,69","0,00"
6987258-34.2025.8.20.7207,RN,Não reconhece operação,Genérico,Êxito,Extinção,"21.025,19","0,00"
2001035-97.2025.8.14.9729,PA,Não reconhece operação,Golpe,Êxito,Improcedência,"20.080,59","0,00"
1386473-15.2025.8.19.8912,RJ,Não reconhece operação,Genérico,Êxito,Improcedência,"24.839,08","0,00"
5526358-32.2025.8.06.3657,CE,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"14.607,00","8.325,99"
9612676-74.2025.8.26.9942,SP,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"10.272,95","7.601,98"
3134601-81.2025.8.19.9548,RJ,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"15.540,08","6.837,64"
4401276-96.2025.8.11.8903,MT,Não reconhece operação,Genérico,Êxito,Extinção,"7.769,80","0,00"
8622289-72.2025.8.09.6475,GO,Não reconhece operação,Golpe,Êxito,Improcedência,"15.275,43","0,00"
4512694-02.2025.8.26.2409,SP,Não reconhece operação,Golpe,Não Êxito,Procedência,"17.843,55","14.988,58"
4166540-84.2025.8.24.9450,SC,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"21.385,66","8.554,26"
2176565-84.2025.8.17.7921,PE,Não reconhece operação,Golpe,Êxito,Improcedência,"18.147,09","0,00"
4682477-77.2025.8.03.7868,AP,Não reconhece operação,Genérico,Não Êxito,Acordo,"19.659,67","7.274,08"
9384247-28.2025.8.10.7746,MA,Não reconhece operação,Genérico,Êxito,Extinção,"14.261,47","0,00"
3701398-65.2025.8.14.4731,PA,Não reconhece operação,Genérico,Êxito,Improcedência,"7.223,49","0,00"
9488191-39.2025.8.04.9520,AM,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"17.255,44","12.941,58"
6558276-87.2025.8.25.5836,SE,Não reconhece operação,Golpe,Êxito,Improcedência,"11.968,46","0,00"
3328983-56.2025.8.06.4504,CE,Não reconhece operação,Golpe,Não Êxito,Procedência,"11.137,29","10.469,05"
9653671-77.2025.8.15.3026,PB,Não reconhece operação,Genérico,Êxito,Improcedência,"14.973,11","0,00"
3162210-02.2025.8.10.6421,MA,Não reconhece operação,Golpe,Êxito,Extinção,"14.748,51","0,00"
7129806-31.2025.8.02.1655,AL,Não reconhece operação,Genérico,Êxito,Improcedência,"11.743,85","0,00"
3596392-35.2025.8.12.3208,MS,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"10.154,73","6.905,22"
8648227-15.2025.8.07.5111,DF,Não reconhece operação,Golpe,Êxito,Improcedência,"6.809,89","0,00"
6285277-77.2025.8.19.5251,RJ,Não reconhece operação,Golpe,Êxito,Extinção,"20.075,33","0,00"
7208351-75.2025.8.27.9927,TO,Não reconhece operação,Golpe,Êxito,Improcedência,"13.823,06","0,00"
6188647-12.2025.8.01.3913,AC,Não reconhece operação,Golpe,Não Êxito,Procedência,"9.136,05","8.496,53"
6016459-99.2025.8.16.1323,PR,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"13.059,40","7.443,86"
9459586-90.2025.8.21.6481,RS,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"18.775,58","11.077,59"
6466872-52.2025.8.15.6022,PB,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"12.316,84","4.926,74"
2206919-17.2025.8.16.7775,PR,Não reconhece operação,Golpe,Êxito,Improcedência,"13.041,73","0,00"
8334859-95.2025.8.16.4827,PR,Não reconhece operação,Golpe,Não Êxito,Procedência,"21.099,21","17.512,34"
8913875-89.2025.8.22.0142,RO,Não reconhece operação,Genérico,Não Êxito,Parcial procedência,"13.445,09","9.411,56"
7063749-95.2025.8.03.6242,AP,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"11.206,27","10.309,77"
3344359-06.2025.8.25.0102,SE,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"14.545,52","7.709,13"
5976454-96.2025.8.09.5694,GO,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"19.605,05","17.252,44"
9586138-68.2025.8.19.7834,RJ,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"20.632,56","15.474,42"
9394395-06.2025.8.21.5491,RS,Não reconhece operação,Golpe,Êxito,Improcedência,"12.039,02","0,00"
